10
204
15 1 49 55
15 1 50 55
15 2 49 55
15 2 50 55
15 1 49 65 55
15 1 49 66 55
15 1 49 67 55
15 1 49 68 55
15 1 49 69 55
15 1 49 70 55
15 1 49 71 55
15 1 49 72 55
15 1 50 49 55
15 1 50 51 55
15 1 50 52 55
15 1 50 53 55
15 1 50 54 55
15 1 50 56 55
15 1 50 57 55
15 1 50 58 55
15 1 50 59 55
15 1 50 60 55
15 1 50 61 55
15 1 50 62 55
15 1 50 63 55
15 1 50 64 55
15 1 50 65 55
15 1 50 66 55
15 1 50 67 55
15 1 50 68 55
15 1 50 69 55
15 1 50 70 55
15 1 50 71 55
15 1 50 72 55
15 2 49 50 55
15 2 49 51 55
15 2 49 52 55
15 2 49 53 55
15 2 49 54 55
15 2 49 56 55
15 2 49 57 55
15 2 49 58 55
15 2 49 59 55
15 2 49 60 55
15 2 49 61 55
15 2 49 62 55
15 2 49 63 55
15 2 49 64 55
15 2 49 65 55
15 2 49 66 55
15 2 49 67 55
15 2 49 68 55
15 2 49 69 55
15 2 49 70 55
15 2 49 71 55
15 2 49 72 55
15 2 50 49 55
15 2 50 51 55
15 2 50 52 55
15 2 50 53 55
15 2 50 54 55
15 2 50 56 55
15 2 50 57 55
15 2 50 58 55
15 2 50 59 55
15 2 50 60 55
15 2 50 61 55
15 2 50 62 55
15 2 50 63 55
15 2 50 64 55
15 2 50 65 55
15 2 50 66 55
15 2 50 67 55
15 2 50 68 55
15 2 50 69 55
15 2 50 70 55
15 2 50 71 55
15 2 50 72 55
15 1 2 49 55
15 1 2 50 55
15 1 25 49 55
15 1 25 50 55
15 1 26 49 55
15 1 26 50 55
15 1 49 50 55
15 1 50 49 55
15 1 73 49 55
15 1 73 50 55
15 1 74 49 55
15 1 74 50 55
15 2 1 49 55
15 2 1 50 55
15 2 25 49 55
15 2 25 50 55
15 2 26 49 55
15 2 26 50 55
15 2 49 50 55
15 2 50 49 55
15 2 73 49 55
15 2 73 50 55
15 2 74 49 55
15 2 74 50 55
204
55 49 1 15
55 50 1 15
55 49 2 15
55 50 2 15
55 49 2 1 15
55 50 2 1 15
55 49 1 2 15
55 50 1 2 15
55 49 1 3 15
55 50 1 3 15
55 49 2 3 15
55 50 2 3 15
55 49 1 4 15
55 50 1 4 15
55 49 2 4 15
55 50 2 4 15
55 49 1 5 15
55 50 1 5 15
55 49 2 5 15
55 50 2 5 15
55 49 1 6 15
55 50 1 6 15
55 49 2 6 15
55 50 2 6 15
55 49 1 7 15
55 50 1 7 15
55 49 2 7 15
55 50 2 7 15
55 49 1 8 15
55 50 1 8 15
55 49 2 8 15
55 50 2 8 15
55 49 1 9 15
55 50 1 9 15
55 49 2 9 15
55 50 2 9 15
55 49 1 10 15
55 50 1 10 15
55 49 2 10 15
55 50 2 10 15
55 49 1 11 15
55 50 1 11 15
55 49 2 11 15
55 50 2 11 15
55 49 1 12 15
55 50 1 12 15
55 49 2 12 15
55 50 2 12 15
55 49 1 13 15
55 50 1 13 15
55 49 2 13 15
55 50 2 13 15
55 49 1 14 15
55 50 1 14 15
55 49 2 14 15
55 50 2 14 15
55 49 1 16 15
55 50 1 16 15
55 49 2 16 15
55 50 2 16 15
55 49 1 17 15
55 50 1 17 15
55 49 2 17 15
55 50 2 17 15
55 49 1 18 15
55 50 1 18 15
55 49 2 18 15
55 50 2 18 15
55 49 1 19 15
55 50 1 19 15
55 49 2 19 15
55 50 2 19 15
55 49 1 20 15
55 50 1 20 15
55 49 2 20 15
55 50 2 20 15
55 49 1 21 15
55 50 1 21 15
55 49 2 21 15
55 50 2 21 15
55 49 1 22 15
55 50 1 22 15
55 49 2 22 15
55 50 2 22 15
55 49 1 23 15
55 50 1 23 15
55 49 2 23 15
55 50 2 23 15
55 49 1 24 15
55 50 1 24 15
55 49 2 24 15
55 50 2 24 15
55 50 49 1 15
55 51 49 1 15
55 52 49 1 15
55 53 49 1 15
55 54 49 1 15
55 56 49 1 15
55 57 49 1 15
55 58 49 1 15
55 59 49 1 15
55 60 49 1 15
55 61 49 1 15
55 62 49 1 15
55 63 49 1 15
55 64 49 1 15
55 65 49 1 15
55 66 49 1 15
55 67 49 1 15
55 68 49 1 15
55 69 49 1 15
55 70 49 1 15
55 71 49 1 15
55 72 49 1 15
55 49 50 1 15
55 51 50 1 15
55 52 50 1 15
55 53 50 1 15
55 54 50 1 15
55 56 50 1 15
55 57 50 1 15
55 58 50 1 15
55 59 50 1 15
55 60 50 1 15
55 61 50 1 15
55 62 50 1 15
55 63 50 1 15
55 64 50 1 15
55 65 50 1 15
55 66 50 1 15
55 67 50 1 15
55 68 50 1 15
55 69 50 1 15
55 70 50 1 15
55 71 50 1 15
55 72 50 1 15
55 50 49 2 15
55 51 49 2 15
55 52 49 2 15
55 53 49 2 15
55 54 49 2 15
55 56 49 2 15
55 57 49 2 15
55 58 49 2 15
55 59 49 2 15
55 60 49 2 15
55 61 49 2 15
55 62 49 2 15
55 63 49 2 15
55 64 49 2 15
55 65 49 2 15
55 66 49 2 15
55 67 49 2 15
55 68 49 2 15
55 69 49 2 15
55 70 49 2 15
55 71 49 2 15
55 72 49 2 15
55 49 50 2 15
55 51 50 2 15
55 52 50 2 15
55 53 50 2 15
55 54 50 2 15
55 56 50 2 15
55 57 50 2 15
55 58 50 2 15
55 59 50 2 15
55 60 50 2 15
55 61 50 2 15
55 62 50 2 15
55 63 50 2 15
55 64 50 2 15
55 65 50 2 15
55 66 50 2 15
55 67 50 2 15
55 68 50 2 15
55 69 50 2 15
55 70 50 2 15
55 71 50 2 15
55 72 50 2 15
55 49 2 1 15
55 50 2 1 15
55 49 25 1 15
55 50 25 1 15
55 49 26 1 15
55 50 26 1 15
55 50 49 1 15
55 49 50 1 15
55 49 73 1 15
55 50 73 1 15
55 49 74 1 15
55 50 74 1 15
55 49 1 2 15
55 50 1 2 15
55 49 25 2 15
55 50 25 2 15
55 49 26 2 15
55 50 26 2 15
55 50 49 2 15
55 49 50 2 15
55 49 73 2 15
55 50 73 2 15
55 49 74 2 15
55 50 74 2 15
204
30 25 49 70
30 25 50 70
30 26 49 70
30 26 50 70
30 25 26 49 70
30 25 26 50 70
30 26 25 49 70
30 26 25 50 70
30 27 25 49 70
30 27 25 50 70
30 27 26 49 70
30 27 26 50 70
30 28 25 49 70
30 28 25 50 70
30 28 26 49 70
30 28 26 50 70
30 29 25 49 70
30 29 25 50 70
30 29 26 49 70
30 29 26 50 70
30 31 25 49 70
30 31 25 50 70
30 31 26 49 70
30 31 26 50 70
30 32 25 49 70
30 32 25 50 70
30 32 26 49 70
30 32 26 50 70
30 33 25 49 70
30 33 25 50 70
30 33 26 49 70
30 33 26 50 70
30 34 25 49 70
30 34 25 50 70
30 34 26 49 70
30 34 26 50 70
30 35 25 49 70
30 35 25 50 70
30 35 26 49 70
30 35 26 50 70
30 36 25 49 70
30 36 25 50 70
30 36 26 49 70
30 36 26 50 70
30 37 25 49 70
30 37 25 50 70
30 37 26 49 70
30 37 26 50 70
30 38 25 49 70
30 38 25 50 70
30 38 26 49 70
30 38 26 50 70
30 39 25 49 70
30 39 25 50 70
30 39 26 49 70
30 39 26 50 70
30 40 25 49 70
30 40 25 50 70
30 40 26 49 70
30 40 26 50 70
30 41 25 49 70
30 41 25 50 70
30 41 26 49 70
30 41 26 50 70
30 42 25 49 70
30 42 25 50 70
30 42 26 49 70
30 42 26 50 70
30 43 25 49 70
30 43 25 50 70
30 43 26 49 70
30 43 26 50 70
30 44 25 49 70
30 44 25 50 70
30 44 26 49 70
30 44 26 50 70
30 45 25 49 70
30 45 25 50 70
30 45 26 49 70
30 45 26 50 70
30 46 25 49 70
30 46 25 50 70
30 46 26 49 70
30 46 26 50 70
30 47 25 49 70
30 47 25 50 70
30 47 26 49 70
30 47 26 50 70
30 48 25 49 70
30 48 25 50 70
30 48 26 49 70
30 48 26 50 70
30 25 49 50 70
30 25 49 51 70
30 25 49 52 70
30 25 49 53 70
30 25 49 54 70
30 25 49 55 70
30 25 49 56 70
30 25 49 57 70
30 25 49 58 70
30 25 49 59 70
30 25 49 60 70
30 25 49 61 70
30 25 49 62 70
30 25 49 63 70
30 25 49 64 70
30 25 49 65 70
30 25 49 66 70
30 25 49 67 70
30 25 49 68 70
30 25 49 69 70
30 25 49 71 70
30 25 49 72 70
30 25 50 49 70
30 25 50 51 70
30 25 50 52 70
30 25 50 53 70
30 25 50 54 70
30 25 50 55 70
30 25 50 56 70
30 25 50 57 70
30 25 50 58 70
30 25 50 59 70
30 25 50 60 70
30 25 50 61 70
30 25 50 62 70
30 25 50 63 70
30 25 50 64 70
30 25 50 65 70
30 25 50 66 70
30 25 50 67 70
30 25 50 68 70
30 25 50 69 70
30 25 50 71 70
30 25 50 72 70
30 26 49 50 70
30 26 49 51 70
30 26 49 52 70
30 26 49 53 70
30 26 49 54 70
30 26 49 55 70
30 26 49 56 70
30 26 49 57 70
30 26 49 58 70
30 26 49 59 70
30 26 49 60 70
30 26 49 61 70
30 26 49 62 70
30 26 49 63 70
30 26 49 64 70
30 26 49 65 70
30 26 49 66 70
30 26 49 67 70
30 26 49 68 70
30 26 49 69 70
30 26 49 71 70
30 26 49 72 70
30 26 50 49 70
30 26 50 51 70
30 26 50 52 70
30 26 50 53 70
30 26 50 54 70
30 26 50 55 70
30 26 50 56 70
30 26 50 57 70
30 26 50 58 70
30 26 50 59 70
30 26 50 60 70
30 26 50 61 70
30 26 50 62 70
30 26 50 63 70
30 26 50 64 70
30 26 50 65 70
30 26 50 66 70
30 26 50 67 70
30 26 50 68 70
30 26 50 69 70
30 26 50 71 70
30 26 50 72 70
30 25 1 49 70
30 25 1 50 70
30 25 2 49 70
30 25 2 50 70
30 25 26 49 70
30 25 26 50 70
30 25 49 50 70
30 25 50 49 70
30 25 73 49 70
30 25 73 50 70
30 25 74 49 70
30 25 74 50 70
30 26 1 49 70
30 26 1 50 70
30 26 2 49 70
30 26 2 50 70
30 26 25 49 70
30 26 25 50 70
30 26 49 50 70
30 26 50 49 70
30 26 73 49 70
30 26 73 50 70
30 26 74 49 70
30 26 74 50 70
204
70 49 25 30
70 50 25 30
70 49 26 30
70 50 26 30
70 49 26 25 30
70 50 26 25 30
70 49 25 26 30
70 50 25 26 30
70 49 25 27 30
70 50 25 27 30
70 49 26 27 30
70 50 26 27 30
70 49 25 28 30
70 50 25 28 30
70 49 26 28 30
70 50 26 28 30
70 49 25 29 30
70 50 25 29 30
70 49 26 29 30
70 50 26 29 30
70 49 25 31 30
70 50 25 31 30
70 49 26 31 30
70 50 26 31 30
70 49 25 32 30
70 50 25 32 30
70 49 26 32 30
70 50 26 32 30
70 49 25 33 30
70 50 25 33 30
70 49 26 33 30
70 50 26 33 30
70 49 25 34 30
70 50 25 34 30
70 49 26 34 30
70 50 26 34 30
70 49 25 35 30
70 50 25 35 30
70 49 26 35 30
70 50 26 35 30
70 49 25 36 30
70 50 25 36 30
70 49 26 36 30
70 50 26 36 30
70 49 25 37 30
70 50 25 37 30
70 49 26 37 30
70 50 26 37 30
70 49 25 38 30
70 50 25 38 30
70 49 26 38 30
70 50 26 38 30
70 49 25 39 30
70 50 25 39 30
70 49 26 39 30
70 50 26 39 30
70 49 25 40 30
70 50 25 40 30
70 49 26 40 30
70 50 26 40 30
70 49 25 41 30
70 50 25 41 30
70 49 26 41 30
70 50 26 41 30
70 49 25 42 30
70 50 25 42 30
70 49 26 42 30
70 50 26 42 30
70 49 25 43 30
70 50 25 43 30
70 49 26 43 30
70 50 26 43 30
70 49 25 44 30
70 50 25 44 30
70 49 26 44 30
70 50 26 44 30
70 49 25 45 30
70 50 25 45 30
70 49 26 45 30
70 50 26 45 30
70 49 25 46 30
70 50 25 46 30
70 49 26 46 30
70 50 26 46 30
70 49 25 47 30
70 50 25 47 30
70 49 26 47 30
70 50 26 47 30
70 49 25 48 30
70 50 25 48 30
70 49 26 48 30
70 50 26 48 30
70 50 49 25 30
70 51 49 25 30
70 52 49 25 30
70 53 49 25 30
70 54 49 25 30
70 55 49 25 30
70 56 49 25 30
70 57 49 25 30
70 58 49 25 30
70 59 49 25 30
70 60 49 25 30
70 61 49 25 30
70 62 49 25 30
70 63 49 25 30
70 64 49 25 30
70 65 49 25 30
70 66 49 25 30
70 67 49 25 30
70 68 49 25 30
70 69 49 25 30
70 71 49 25 30
70 72 49 25 30
70 49 50 25 30
70 51 50 25 30
70 52 50 25 30
70 53 50 25 30
70 54 50 25 30
70 55 50 25 30
70 56 50 25 30
70 57 50 25 30
70 58 50 25 30
70 59 50 25 30
70 60 50 25 30
70 61 50 25 30
70 62 50 25 30
70 63 50 25 30
70 64 50 25 30
70 65 50 25 30
70 66 50 25 30
70 67 50 25 30
70 68 50 25 30
70 69 50 25 30
70 71 50 25 30
70 72 50 25 30
70 50 49 26 30
70 51 49 26 30
70 52 49 26 30
70 53 49 26 30
70 54 49 26 30
70 55 49 26 30
70 56 49 26 30
70 57 49 26 30
70 58 49 26 30
70 59 49 26 30
70 60 49 26 30
70 61 49 26 30
70 62 49 26 30
70 63 49 26 30
70 64 49 26 30
70 65 49 26 30
70 66 49 26 30
70 67 49 26 30
70 68 49 26 30
70 69 49 26 30
70 71 49 26 30
70 72 49 26 30
70 49 50 26 30
70 51 50 26 30
70 52 50 26 30
70 53 50 26 30
70 54 50 26 30
70 55 50 26 30
70 56 50 26 30
70 57 50 26 30
70 58 50 26 30
70 59 50 26 30
70 60 50 26 30
70 61 50 26 30
70 62 50 26 30
70 63 50 26 30
70 64 50 26 30
70 65 50 26 30
70 66 50 26 30
70 67 50 26 30
70 68 50 26 30
70 69 50 26 30
70 71 50 26 30
70 72 50 26 30
70 49 1 25 30
70 50 1 25 30
70 49 2 25 30
70 50 2 25 30
70 49 26 25 30
70 50 26 25 30
70 50 49 25 30
70 49 50 25 30
70 49 73 25 30
70 50 73 25 30
70 49 74 25 30
70 50 74 25 30
70 49 1 26 30
70 50 1 26 30
70 49 2 26 30
70 50 2 26 30
70 49 25 26 30
70 50 25 26 30
70 50 49 26 30
70 49 50 26 30
70 49 73 26 30
70 50 73 26 30
70 49 74 26 30
70 50 74 26 30
204
14 1 25 29
14 1 26 29
14 2 25 29
14 2 26 29
14 1 2 25 29
14 1 2 26 29
14 2 1 25 29
14 2 1 26 29
14 3 1 25 29
14 3 1 26 29
14 3 2 25 29
14 3 2 26 29
14 4 1 25 29
14 4 1 26 29
14 4 2 25 29
14 4 2 26 29
14 5 1 25 29
14 5 1 26 29
14 5 2 25 29
14 5 2 26 29
14 6 1 25 29
14 6 1 26 29
14 6 2 25 29
14 6 2 26 29
14 7 1 25 29
14 7 1 26 29
14 7 2 25 29
14 7 2 26 29
14 8 1 25 29
14 8 1 26 29
14 8 2 25 29
14 8 2 26 29
14 9 1 25 29
14 9 1 26 29
14 9 2 25 29
14 9 2 26 29
14 10 1 25 29
14 10 1 26 29
14 10 2 25 29
14 10 2 26 29
14 11 1 25 29
14 11 1 26 29
14 11 2 25 29
14 11 2 26 29
14 12 1 25 29
14 12 1 26 29
14 12 2 25 29
14 12 2 26 29
14 13 1 25 29
14 13 1 26 29
14 13 2 25 29
14 13 2 26 29
14 15 1 25 29
14 15 1 26 29
14 15 2 25 29
14 15 2 26 29
14 16 1 25 29
14 16 1 26 29
14 16 2 25 29
14 16 2 26 29
14 17 1 25 29
14 17 1 26 29
14 17 2 25 29
14 17 2 26 29
14 18 1 25 29
14 18 1 26 29
14 18 2 25 29
14 18 2 26 29
14 19 1 25 29
14 19 1 26 29
14 19 2 25 29
14 19 2 26 29
14 20 1 25 29
14 20 1 26 29
14 20 2 25 29
14 20 2 26 29
14 21 1 25 29
14 21 1 26 29
14 21 2 25 29
14 21 2 26 29
14 22 1 25 29
14 22 1 26 29
14 22 2 25 29
14 22 2 26 29
14 23 1 25 29
14 23 1 26 29
14 23 2 25 29
14 23 2 26 29
14 24 1 25 29
14 24 1 26 29
14 24 2 25 29
14 24 2 26 29
14 1 25 26 29
14 1 25 27 29
14 1 25 28 29
14 1 25 30 29
14 1 25 31 29
14 1 25 32 29
14 1 25 33 29
14 1 25 34 29
14 1 25 35 29
14 1 25 36 29
14 1 25 37 29
14 1 25 38 29
14 1 25 39 29
14 1 25 40 29
14 1 25 41 29
14 1 25 42 29
14 1 25 43 29
14 1 25 44 29
14 1 25 45 29
14 1 25 46 29
14 1 25 47 29
14 1 25 48 29
14 1 26 25 29
14 1 26 27 29
14 1 26 28 29
14 1 26 30 29
14 1 26 31 29
14 1 26 32 29
14 1 26 33 29
14 1 26 34 29
14 1 26 35 29
14 1 26 36 29
14 1 26 37 29
14 1 26 38 29
14 1 26 39 29
14 1 26 40 29
14 1 26 41 29
14 1 26 42 29
14 1 26 43 29
14 1 26 44 29
14 1 26 45 29
14 1 26 46 29
14 1 26 47 29
14 1 26 48 29
14 2 25 26 29
14 2 25 27 29
14 2 25 28 29
14 2 25 30 29
14 2 25 31 29
14 2 25 32 29
14 2 25 33 29
14 2 25 34 29
14 2 25 35 29
14 2 25 36 29
14 2 25 37 29
14 2 25 38 29
14 2 25 39 29
14 2 25 40 29
14 2 25 41 29
14 2 25 42 29
14 2 25 43 29
14 2 25 44 29
14 2 25 45 29
14 2 25 46 29
14 2 25 47 29
14 2 25 48 29
14 2 26 25 29
14 2 26 27 29
14 2 26 28 29
14 2 26 30 29
14 2 26 31 29
14 2 26 32 29
14 2 26 33 29
14 2 26 34 29
14 2 26 35 29
14 2 26 36 29
14 2 26 37 29
14 2 26 38 29
14 2 26 39 29
14 2 26 40 29
14 2 26 41 29
14 2 26 42 29
14 2 26 43 29
14 2 26 44 29
14 2 26 45 29
14 2 26 46 29
14 2 26 47 29
14 2 26 48 29
14 1 2 25 29
14 1 2 26 29
14 1 25 26 29
14 1 26 25 29
14 1 49 25 29
14 1 49 26 29
14 1 50 25 29
14 1 50 26 29
14 1 73 25 29
14 1 73 26 29
14 1 74 25 29
14 1 74 26 29
14 2 1 25 29
14 2 1 26 29
14 2 25 26 29
14 2 26 25 29
14 2 49 25 29
14 2 49 26 29
14 2 50 25 29
14 2 50 26 29
14 2 73 25 29
14 2 73 26 29
14 2 74 25 29
14 2 74 26 29
204
29 25 1 14
29 26 1 14
29 25 2 14
29 26 2 14
29 25 2 1 14
29 26 2 1 14
29 25 1 2 14
29 26 1 2 14
29 25 1 3 14
29 26 1 3 14
29 25 2 3 14
29 26 2 3 14
29 25 1 4 14
29 26 1 4 14
29 25 2 4 14
29 26 2 4 14
29 25 1 5 14
29 26 1 5 14
29 25 2 5 14
29 26 2 5 14
29 25 1 6 14
29 26 1 6 14
29 25 2 6 14
29 26 2 6 14
29 25 1 7 14
29 26 1 7 14
29 25 2 7 14
29 26 2 7 14
29 25 1 8 14
29 26 1 8 14
29 25 2 8 14
29 26 2 8 14
29 25 1 9 14
29 26 1 9 14
29 25 2 9 14
29 26 2 9 14
29 25 1 10 14
29 26 1 10 14
29 25 2 10 14
29 26 2 10 14
29 25 1 11 14
29 26 1 11 14
29 25 2 11 14
29 26 2 11 14
29 25 1 12 14
29 26 1 12 14
29 25 2 12 14
29 26 2 12 14
29 25 1 13 14
29 26 1 13 14
29 25 2 13 14
29 26 2 13 14
29 25 1 15 14
29 26 1 15 14
29 25 2 15 14
29 26 2 15 14
29 25 1 16 14
29 26 1 16 14
29 25 2 16 14
29 26 2 16 14
29 25 1 17 14
29 26 1 17 14
29 25 2 17 14
29 26 2 17 14
29 25 1 18 14
29 26 1 18 14
29 25 2 18 14
29 26 2 18 14
29 25 1 19 14
29 26 1 19 14
29 25 2 19 14
29 26 2 19 14
29 25 1 20 14
29 26 1 20 14
29 25 2 20 14
29 26 2 20 14
29 25 1 21 14
29 26 1 21 14
29 25 2 21 14
29 26 2 21 14
29 25 1 22 14
29 26 1 22 14
29 25 2 22 14
29 26 2 22 14
29 25 1 23 14
29 26 1 23 14
29 25 2 23 14
29 26 2 23 14
29 25 1 24 14
29 26 1 24 14
29 25 2 24 14
29 26 2 24 14
29 26 25 1 14
29 27 25 1 14
29 28 25 1 14
29 30 25 1 14
29 31 25 1 14
29 32 25 1 14
29 33 25 1 14
29 34 25 1 14
29 35 25 1 14
29 36 25 1 14
29 37 25 1 14
29 38 25 1 14
29 39 25 1 14
29 40 25 1 14
29 41 25 1 14
29 42 25 1 14
29 43 25 1 14
29 44 25 1 14
29 45 25 1 14
29 46 25 1 14
29 47 25 1 14
29 48 25 1 14
29 25 26 1 14
29 27 26 1 14
29 28 26 1 14
29 30 26 1 14
29 31 26 1 14
29 32 26 1 14
29 33 26 1 14
29 34 26 1 14
29 35 26 1 14
29 36 26 1 14
29 37 26 1 14
29 38 26 1 14
29 39 26 1 14
29 40 26 1 14
29 41 26 1 14
29 42 26 1 14
29 43 26 1 14
29 44 26 1 14
29 45 26 1 14
29 46 26 1 14
29 47 26 1 14
29 48 26 1 14
29 26 25 2 14
29 27 25 2 14
29 28 25 2 14
29 30 25 2 14
29 31 25 2 14
29 32 25 2 14
29 33 25 2 14
29 34 25 2 14
29 35 25 2 14
29 36 25 2 14
29 37 25 2 14
29 38 25 2 14
29 39 25 2 14
29 40 25 2 14
29 41 25 2 14
29 42 25 2 14
29 43 25 2 14
29 44 25 2 14
29 45 25 2 14
29 46 25 2 14
29 47 25 2 14
29 48 25 2 14
29 25 26 2 14
29 27 26 2 14
29 28 26 2 14
29 30 26 2 14
29 31 26 2 14
29 32 26 2 14
29 33 26 2 14
29 34 26 2 14
29 35 26 2 14
29 36 26 2 14
29 37 26 2 14
29 38 26 2 14
29 39 26 2 14
29 40 26 2 14
29 41 26 2 14
29 42 26 2 14
29 43 26 2 14
29 44 26 2 14
29 45 26 2 14
29 46 26 2 14
29 47 26 2 14
29 48 26 2 14
29 25 2 1 14
29 26 2 1 14
29 26 25 1 14
29 25 26 1 14
29 25 49 1 14
29 26 49 1 14
29 25 50 1 14
29 26 50 1 14
29 25 73 1 14
29 26 73 1 14
29 25 74 1 14
29 26 74 1 14
29 25 1 2 14
29 26 1 2 14
29 26 25 2 14
29 25 26 2 14
29 25 49 2 14
29 26 49 2 14
29 25 50 2 14
29 26 50 2 14
29 25 73 2 14
29 26 73 2 14
29 25 74 2 14
29 26 74 2 14
204
6 1 73 81
6 1 74 81
6 2 73 81
6 2 74 81
6 1 2 73 81
6 1 2 74 81
6 2 1 73 81
6 2 1 74 81
6 3 1 73 81
6 3 1 74 81
6 3 2 73 81
6 3 2 74 81
6 4 1 73 81
6 4 1 74 81
6 4 2 73 81
6 4 2 74 81
6 5 1 73 81
6 5 1 74 81
6 5 2 73 81
6 5 2 74 81
6 7 1 73 81
6 7 1 74 81
6 7 2 73 81
6 7 2 74 81
6 8 1 73 81
6 8 1 74 81
6 8 2 73 81
6 8 2 74 81
6 9 1 73 81
6 9 1 74 81
6 9 2 73 81
6 9 2 74 81
6 10 1 73 81
6 10 1 74 81
6 10 2 73 81
6 10 2 74 81
6 11 1 73 81
6 11 1 74 81
6 11 2 73 81
6 11 2 74 81
6 12 1 73 81
6 12 1 74 81
6 12 2 73 81
6 12 2 74 81
6 13 1 73 81
6 13 1 74 81
6 13 2 73 81
6 13 2 74 81
6 14 1 73 81
6 14 1 74 81
6 14 2 73 81
6 14 2 74 81
6 15 1 73 81
6 15 1 74 81
6 15 2 73 81
6 15 2 74 81
6 16 1 73 81
6 16 1 74 81
6 16 2 73 81
6 16 2 74 81
6 17 1 73 81
6 17 1 74 81
6 17 2 73 81
6 17 2 74 81
6 18 1 73 81
6 18 1 74 81
6 18 2 73 81
6 18 2 74 81
6 19 1 73 81
6 19 1 74 81
6 19 2 73 81
6 19 2 74 81
6 20 1 73 81
6 20 1 74 81
6 20 2 73 81
6 20 2 74 81
6 21 1 73 81
6 21 1 74 81
6 21 2 73 81
6 21 2 74 81
6 22 1 73 81
6 22 1 74 81
6 22 2 73 81
6 22 2 74 81
6 23 1 73 81
6 23 1 74 81
6 23 2 73 81
6 23 2 74 81
6 24 1 73 81
6 24 1 74 81
6 24 2 73 81
6 24 2 74 81
6 1 73 74 81
6 1 73 75 81
6 1 73 76 81
6 1 73 77 81
6 1 73 78 81
6 1 73 79 81
6 1 73 80 81
6 1 73 82 81
6 1 73 83 81
6 1 73 84 81
6 1 73 85 81
6 1 73 86 81
6 1 73 87 81
6 1 73 88 81
6 1 73 89 81
6 1 73 90 81
6 1 73 91 81
6 1 73 92 81
6 1 73 93 81
6 1 73 94 81
6 1 73 95 81
6 1 73 96 81
6 1 74 73 81
6 1 74 75 81
6 1 74 76 81
6 1 74 77 81
6 1 74 78 81
6 1 74 79 81
6 1 74 80 81
6 1 74 82 81
6 1 74 83 81
6 1 74 84 81
6 1 74 85 81
6 1 74 86 81
6 1 74 87 81
6 1 74 88 81
6 1 74 89 81
6 1 74 90 81
6 1 74 91 81
6 1 74 92 81
6 1 74 93 81
6 1 74 94 81
6 1 74 95 81
6 1 74 96 81
6 2 73 74 81
6 2 73 75 81
6 2 73 76 81
6 2 73 77 81
6 2 73 78 81
6 2 73 79 81
6 2 73 80 81
6 2 73 82 81
6 2 73 83 81
6 2 73 84 81
6 2 73 85 81
6 2 73 86 81
6 2 73 87 81
6 2 73 88 81
6 2 73 89 81
6 2 73 90 81
6 2 73 91 81
6 2 73 92 81
6 2 73 93 81
6 2 73 94 81
6 2 73 95 81
6 2 73 96 81
6 2 74 73 81
6 2 74 75 81
6 2 74 76 81
6 2 74 77 81
6 2 74 78 81
6 2 74 79 81
6 2 74 80 81
6 2 74 82 81
6 2 74 83 81
6 2 74 84 81
6 2 74 85 81
6 2 74 86 81
6 2 74 87 81
6 2 74 88 81
6 2 74 89 81
6 2 74 90 81
6 2 74 91 81
6 2 74 92 81
